Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
The Decoy Bride,2011,Sheree Folkson,11,David Tennant,man,18/04/1971,40,Alice Eve,woman,6/02/1982,29
The Devil’s Advocate,1997,Taylor Hackford,11,Keanu Reeves,man,2/09/1964,33,Charlize Theron,woman,7/08/1975,22
The Family Stone,2007,Thomas Bezucha,11,Jamie Kaler,man,14/09/1964,43,Elizabeth Reaser,woman,15/06/1975,32
The Fast and the Furious,2001,Rob Cohen,11,Vin Diesel,man,18/07/1967,34,Michelle Rodriguez,woman,12/07/1978,23
The Good Girl,2002,Miguel Arteta,11,Jake Gyllenhaal,man,19/12/1980,22,Jennifer Aniston,woman,11/02/1969,33
The Great Gatsby,2013,Baz Luhrmann,11,Leonardo DiCaprio,man,11/11/1974,39,Carey Mulligan,woman,28/05/1985,28
The Heartbreak Kid,2007,"Bobby Farrelly, Peter Farrelly",11,Ben Stiller,man,30/11/1965,42,Michelle Monaghan,woman,23/03/1976,31
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",11,Ricky Gervais,man,25/06/1961,48,Jennifer Garner,woman,17/04/1972,37
The Light Between Oceans,2016,Derek Cianfrance,11,Michael Fassbender,man,2/04/1977,39,Alicia Vikander,woman,3/10/1988,28
The Thomas Crown Affair,1968,Norman Jewison,11,Steve McQueen,man,24/03/1930,38,Faye Dunaway,woman,14/01/1941,27
The Wolf of Wall Street,2013,Martin Scorsese,11,Leonardo DiCaprio,man,11/11/1974,39,Cristin Milioti,woman,16/08/1985,28
Thunderball,1965,Terence Young,11,Sean Connery,man,25/08/1930,35,Claudine Auger,woman,26/04/1941,24
Tomorrow Never Dies,1997,Roger Spottiswoode,11,Pierce Brosnan,man,16/05/1953,44,Teri Hatcher,woman,8/12/1964,33
Trainwreck,2015,Judd Apatow,11,Mike Birbiglia,man,20/06/1978,37,Brie Larson,woman,1/10/1989,26
While You Were Sleeping,1995,Jon Turteltaub,11,Bill Pullman,man,17/12/1953,42,Sandra Bullock,woman,26/07/1964,31
Wimbledon,2004,Richard Loncraine,11,Paul Bettany,man,27/05/1971,33,Kirsten Dunst,woman,30/04/1982,22
Win a Date with Tad Hamilton!,2004,Robert Luketic,11,Josh Duhamel,man,14/11/1972,32,Kate Bosworth,woman,2/01/1983,21
Year One,2009,Harold Ramis,11,Jack Black,man,28/08/1969,40,June Diane Raphael,woman,4/01/1980,29
You Only Live Twice,1967,Lewis Gilbert,11,Sean Connery,man,25/08/1930,37,Akiko Wakabayashi,woman,26/08/1941,26
Zombieland: Double Tap,2019,Ruben Fleischer,11,Jesse Eisenberg,man,5/10/1983,36,Zoey Deutch,woman,10/11/1994,25
27 Dresses,2008,Anne Fletcher,10,Edward Burns,man,29/01/1968,40,Malin Akerman,woman,12/05/1978,30
Ant-Man,2015,Peyton Reed,10,Paul Rudd,man,6/04/1969,46,Evangeline Lilly,woman,3/08/1979,36
Barbie,2023,Greta Gerwig,10,Ryan Gosling,man,12/11/1980,43,Margot Robbie,woman,2/07/1990,33
Bedtime Stories,2008,Adam Shankman,10,Adam Sandler,man,9/09/1966,42,Keri Russell,woman,23/03/1976,32
Big Daddy,1999,Dennis Dugan,10,Jon Stewart,man,28/11/1962,37,Leslie Mann,woman,26/03/1972,27
Book Club,2018,Bill Holderman,10,Andy Garcia,man,12/04/1956,62,Diane Keaton,woman,5/01/1946,72
Braveheart,1995,Mel Gibson,10,Mel Gibson,man,3/01/1956,39,Sophie Marceau,woman,17/11/1966,29
Daddy's Home,2015,Sean Anders,10,Mark Wahlberg,man,5/06/1971,44,Alessandra Ambrosio,woman,11/04/1981,34
Death to Smoochy,2002,Danny DeVito,10,Edward Norton,man,18/08/1969,33,Catherine Keener,woman,23/03/1959,43
Diamonds Are Forever,1971,Guy Hamilton,10,Sean Connery,man,25/08/1930,41,Jill St. John,woman,19/08/1940,31
Django Unchained,2012,Quentin Tarantino,10,Jamie Foxx,man,13/12/1967,45,Kerry Washington,woman,31/01/1977,35
EDtv,1999,Ron Howard,10,Woody Harrelson,man,23/07/1961,38,Jenna Elfman,woman,30/09/1971,28
Ever After,1998,Andy Tennant,10,Dougray Scott,man,26/11/1965,33,Drew Barrymore,woman,22/02/1975,23
Forrest Gump,1994,Robert Zemeckis,10,Tom Hanks,man,9/07/1956,38,Robin Wright,woman,8/04/1966,28
Ghost,1990,Jerry Zucker,10,Patrick Swayze,man,18/08/1952,38,Demi Moore,woman,11/11/1962,28
Ghost Rider,2007,Mark Steven Johnson,10,Nicolas Cage,man,7/01/1964,43,Eva Mendes,woman,5/03/1974,33
Girl with a Pearl Earring,2003,Peter Webber,10,Colin Firth,man,10/09/1960,43,Essie Davis,woman,30/11/1970,33
High School High,1996,Hart Bochner,10,Jon Lovitz,man,21/07/1957,39,Tia Carrere,woman,2/01/1967,29
How to Lose a Guy in 10 Days,2003,Donald Petrie,10,Matthew McConaughey,man,4/11/1969,34,Kate Hudson,woman,19/04/1979,24
Husbands and Wives,1992,Woody Allen,10,Woody Allen,man,1/12/1935,57,Mia Farrow,woman,9/02/1945,47
Little Black Book,2004,Nick Hurran,10,Ron Livingston,man,5/06/1967,37,Brittany Murphy,woman,10/11/1977,27
Made of Honor,2008,Paul Weiland,10,Patrick Dempsey,man,13/01/1966,42,Michelle Monaghan,woman,23/03/1976,32
Man of Steel,2013,Zack Snyder,10,Kevin Costner,man,18/01/1955,58,Diane Lane,woman,21/01/1965,48
Nightmare Alley,2021,Guillermo del Toro,10,Bradley Cooper,man,5/01/1975,46,Rooney Mara,woman,17/04/1985,36
Prima della rivoluzione,1964,Michelangelo Antonioni,10,Francesco Barilli,man,4/02/1943,21,Adriana Asti,woman,30/04/1933,31
Pulp Fiction,1994,Quentin Tarantino,10,Bruce Willis,man,19/03/1955,39,Maria de Medeiros,woman,19/08/1965,29
Rebecca,1940,Alfred Hitchcock,10,Laurence Olivier,man,22/05/1907,33,Jane Fontaine,woman,22/10/1917,23
Return to Me,2000,Bonnie Hunt,10,David Duchovny,man,7/08/1960,40,Minnie Driver,woman,31/01/1970,30
Smokey and the Bandit,1977,Hal Needham,10,Burt Reynolds,man,11/02/1936,41,Sally Field,woman,6/11/1946,31
Snowden,2016,Oliver Stone,10,Joseph Gordon-Levitt,man,17/02/1981,35,Shailene Woodley,woman,15/11/1991,25
Spanglish,2004,James L. Brooks,10,Adam Sandler,man,9/09/1966,38,Paz Vega,woman,2/01/1976,28
Stranger Than Fiction,2006,Marc Forster,10,Will Ferrell,man,16/07/1967,39,Maggie Gyllenhaal,woman,16/11/1977,29
Sweet Home Alabama,2002,Andy Tennant,10,Patrick Dempsey,man,13/01/1966,36,Reese Witherspoon,woman,21/03/1976,26
Thank You for Smoking,2006,Jason Reitman,10,Aaron Eckhart,man,12/03/1968,38,Katie Holmes,woman,18/12/1978,28
The Aviator,2004,Martin Scorsese,10,Leonardo DiCaprio,man,11/11/1974,30,Kelli Garner,woman,11/04/1984,20
The Best Little Whorehouse in Texas,1982,Colin Higgins,10,Burt Reynolds,man,11/02/1936,46,Dolly Parton,woman,19/01/1946,36
The Cable Guy,1996,Ben Stiller,10,Matthew Broderick,man,21/03/1962,34,Leslie Mann,woman,26/03/1972,24
The Gift,2000,Sam Raimi,10,Keanu Reeves,man,2/09/1964,36,Hilary Swank,woman,30/07/1974,26
The Mask,1994,Chuck Russell,10,Jim Carrey,man,17/01/1962,32,Cameron Diaz,woman,30/08/1972,22
The Next Three Days,2010, Paul Haggis,10,Russell Crowe,man,7/04/1964,46,Elizabeth Banks,woman,10/02/1974,36
The Normal Heart,2014,Ryan Murphy,10,Mark Ruffalo,man,22/11/1967,47,Matt Bomer,man,11/10/1977,37
The Nutty Professor,1996,Tom Shadyac,10,Eddie Murphy,man,3/04/1961,35,Jada Pinkett,woman,18/09/1971,25
The Prestige,2006,Christopher Nolan,10,Christian Bale,man,30/01/1974,32,Scarlett Johansson,woman,22/11/1984,22
The Time Traveler's Wife,2009,Robert Schwentke,10,Eric Bana,man,9/08/1968,41,Rachel McAdams,woman,17/11/1978,31
Water for Elephants,2011,Francis Lawrence,10,Robert Pattinson,man,13/05/1986,25,Reese Witherspoon,woman,21/03/1976,35
Wedding Crashers,2005,David Dobkin,10,Owen Wilson,man,18/11/1968,37,Rachel McAdams,woman,17/11/1978,27
What's Eating Gilbert Grape,1993,Lasse Hallström,10,Johnny Depp,man,9/06/1963,30,Juliette Lewis,woman,21/06/1973,20
42,2013,Brian Helgeland,9,Chadwick Boseman,man,29/11/1976,37,Nicole Beharie,woman,3/01/1985,28
50 First Dates,2004,Peter Segal,9,Adam Sandler,man,9/09/1966,38,Drew Barrymore,woman,22/02/1975,29
A History of Violence,2005,David Cronenberg,9,Viggo Mortensen,man,20/10/1958,47,Maria Bello,woman,18/04/1967,38
A Star Is Born,1937,William A. Wellman,9,Fredric March,man,1897-08-31,40,Janet Gaynor,woman,6/10/1906,31
Accepted,2006,Steve Pink,9,Justin Long,man,2/06/1978,28,Blake Lively,woman,25/08/1987,19
Amelie,2001,Jean-Pierre Jeunet,9,Mathieu Kassovitz,man,3/08/1967,34,Audrey Tautou,woman,9/08/1976,25
Being There,1979,Hal Ashby,9,Peter Sellers,man,8/09/1925,54,Shirley MacLaine,woman,24/04/1934,45
Body of Lies,2008,Ridley Scott,9,Leonardo DiCaprio,man,11/11/1974,34,Golshifteh Farahani,woman,10/07/1983,25
Boogie Nights,1997,Paul Thomas Anderson,9,William H. Macy,man,13/03/1950,47,Nina Hartley,woman,11/03/1959,38
Book Club,2018,Bill Holderman,9,Craig T. Nelson,man,4/04/1944,74,Mary Steenburgen,woman,8/02/1953,65
Bridget Jones's Baby,2016,Sharon Maguire,9,Colin Firth,man,10/09/1960,56,Renee Zellweger,woman,25/04/1969,47
Bridget Jones's Diary,2001,Sharon Maguire,9,Colin Firth,man,10/09/1960,41,Renee Zellweger,woman,25/04/1969,32
Bridget Jones's Diary,2001,Sharon Maguire,9,Hugh Grant,man,9/09/1960,41,Renee Zellweger,woman,25/04/1969,32
Bull Durham,1988,Ron Shelton,9,Kevin Costner,man,18/01/1955,33,Susan Sarandon,woman,4/10/1946,42
Call Me by Your Name,2017,Luca Guadagnino,9,Armie Hammer,man,28/08/1986,31,Timothée Chalamet,man,27/12/1995,22
Closer,2004,Mike Nichols,9,Jude Law,man,29/12/1972,32,Natalie Portman,woman,9/06/1981,23
Crank,2006,"Mark Neveldine, Brian Taylor",9,Jason Statham,man,26/07/1967,39,Amy Smart,woman,26/03/1976,30
Crazy Rich Asians,2018, Jon M. Chu,9,Pierre Png,man,29/10/1973,45,Gemma Chan,woman,29/11/1982,36
Don't Mess with the Zohan,2008,Dennis Dugan,9,Adam Sandler,man,9/09/1966,42,Emmanuelle Chriqui,woman,10/12/1975,33
Everything Everywhere All at Once,2022,"   Dan Kwan, Daniel Scheinert",9,Ke Huy Quan,man,20/08/1971,51,Michelle Yeoh,woman,6/08/1962,60
He's Just Not That Into You,2009,Ken Kwapis,9,Bradley Cooper,man,5/01/1975,34,Scarlett Johansson,woman,22/11/1984,25
Heartbreakers,2001,David Mirkin,9,Jason Lee,man,25/04/1970,31,Jennifer Love Hewitt,woman,21/02/1979,22
Heat,1995,Michael Mann,9,Val Kilmer,man,31/12/1959,36,Ashley Judd,woman,19/04/1968,27
I Love You Phillip Morris,2009,"Glenn Ficarra, John Requa",9,Jim Carrey,man,17/01/1962,47,Ewan McGregor,man,31/03/1971,38
It's Complicated,2009,Nancy Meyers,9,Alec Baldwin,man,3/04/1958,51,Meryl Streep,woman,22/06/1949,60
Just Like Heaven,2005,Mark Waters,9,Mark Ruffalo,man,22/11/1967,38,Reese Witherspoon,woman,21/03/1976,29
Last Night,2010,Massy Tadjedin,9,Sam Worthington,man,2/08/1976,34,Keira Knightley,woman,26/03/1985,25
Love Stinks,1999,Jeff Franklin,9,French Stewart,man,20/02/1964,35,Bridgette Wilson,woman,25/09/1973,26
Man of Steel,2013,Zack Snyder,9,Henry Cavill,man,5/05/1983,30,Amy Adams,woman,20/08/1974,39
Mona Lisa Smile,2003,Mike Newell,9,Jordan Bridges,man,13/11/1973,30,Kirsten Dunst,woman,30/04/1982,21
My Best Friend's Wedding,1997,P.J. Hogan,9,Dermot Mulroney,man,31/10/1963,34,Cameron Diaz,woman,30/08/1972,25
Pusher,1996,Nicolas Winding Refn,9,Kim Bodnia,man,12/04/1965,31,Laura Drasbæk,woman,22/12/1974,22
Pushing Tin,1999,Mike Newell,9,John Cusack,man,28/06/1966,33,Angelina Jolie,woman,4/06/1975,24
RED,2010,Robert Schwentke,9,Bruce Willis,man,19/03/1955,55,Mary-Louise Parker,woman,2/08/1964,46
Raiders of the Lost Ark,1981,Steven Spielberg,9,Harrison Ford,man,13/07/1942,39,Karen Allen,woman,5/10/1951,30
Seven,1995,David Fincher,9,Brad Pitt,man,18/12/1963,32,Gwyneth Paltrow,woman,27/09/1972,23
Something's Gotta Give,2003,Nancy Meyers,9,Jack Nicholson,man,22/04/1937,66,Diane Keaton,woman,5/01/1946,57
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,9,John C. Reilly,man,24/05/1965,41,Leslie Bibb,woman,17/11/1974,32
The Count of Monte Cristo,2002,Kevin Reynolds,9,Guy Pearce,man,5/10/1967,35,Dagmara Dominczyk,woman,17/07/1976,26
The Fabulous Baker Boys,1989,Steve Kloves,9,Jeff Bridges,man,4/12/1949,40,Michelle Pfeiffer,woman,29/04/1958,31
The Girl on the Train,2016,Tate Taylor,9,Luke Evans,man,15/04/1979,37,Haley Bennett,woman,7/01/1988,28
The Good Shepherd,2006,Robert De Niro,9,Matt Damon,man,8/10/1970,36,Martina Gedeck,woman,14/09/1961,45
The Great Gatsby,1974,Jack Clayton,9,Robert Redford,man,18/08/1936,38,Mia Farrow,woman,9/02/1945,29
The Greatest Showman,2017,Michael Gracey,9,Zac Efron,man,18/10/1987,30,Zendaya,woman,1/09/1996,21
The Happening,2008,M. Night Shyamalan,9,Mark Wahlberg,man,5/06/1971,37,Zooey Deschanel,woman,17/01/1980,28
The Mask of Zorro,1998,Martin Campbell,9,Antonio Banderas,man,10/08/1960,38,Catherine Zeta-Jones,woman,25/09/1969,29
The Other Woman,2014,Nick Cassavetes,9,Taylor Kinney,man,15/07/1981,33,Cameron Diaz,woman,30/08/1972,42
The Wedding Singer,1998,Frank Coraci,9,Adam Sandler,man,9/09/1966,32,Drew Barrymore,woman,22/02/1975,23
Tomorrow Never Dies,1997,Roger Spottiswoode,9,Pierce Brosnan,man,16/05/1953,44,Michelle Yeoh,woman,6/08/1962,35
Walk Hard,2007,Jake Kasdan,9,John C. Reilly,man,24/05/1965,42,Jenna Fischer,woman,7/03/1974,33
Wild Things,1998,John McNaughton,9,Matt Dillon,man,18/02/1964,34,Neve Campbell,woman,3/10/1973,25
X-Men,2000,Bryan Singer,9,James Marsden,man,18/09/1973,27,Famke Janssen,woman,5/11/1964,36
X-Men Origins: Wolverine,2009,Gavin Hood,9,Hugh Jackman,man,12/10/1968,41,Lynn Collins,woman,16/05/1977,32
Y tu mamá también,2001,Alfonso Cuarón,9,Diego Luna,man,29/12/1979,22,Maribel Verdú,woman,2/10/1970,31
A Happening of Monumental Proportions,2017,Judy Greer,8,Keanu Reeves,man,2/09/1964,53,Jennifer Garner,woman,17/04/1972,45
A Very Long Engagement,2004,Jean-Pierre Jeunet,8,Gaspard Ulliel,man,25/11/1984,20,Audrey Tautou,woman,9/08/1976,28
Alex & Emma,2003,Rob Reiner,8,Luke Wilson,man,21/09/1971,32,Kate Hudson,woman,19/04/1979,24
Always Be My Maybe,2019,Nahnatchka Khan,8,Randall Park,man,23/03/1974,45,Ali Wong,woman,19/04/1982,37
American Hustle,2013,David O. Russell,8,Jack Huston,man,7/12/1982,31,Jennifer Lawrence,woman,15/08/1990,23
Batman Forever,1995,Joel Schumacher,8,Val Kilmer,man,31/12/1959,36,Nicole Kidman,woman,20/06/1967,28
Blue Is The Warmest Color,2013,Abdellatif Kechiche,8,Léa Seydoux,woman,1/07/1985,28,Adèle Exarchopoulos,woman,22/11/1993,20
Chloe,2009,Atom Egoyan,8,Liam Neeson,man,7/06/1952,57,Julianne Moore,woman,3/12/1960,49
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",8,Ryan Gosling,man,12/11/1980,31,Emma Stone,woman,6/11/1988,23
Crimson Peak,2015,Guillermo del Toro,8,Tom Hiddleston,man,9/02/1981,34,Mia Wasikowska,woman,14/10/1989,26
Daddy's Home,2015,Sean Anders,8,Will Ferrell,man,16/07/1967,48,Linda Cardellini,woman,25/06/1975,40
Dan in Real Life,2007,Peter Hedges,8,Dane Cook,man,18/03/1972,35,Juliette Binoche,woman,9/03/1964,43
Deepwater Horizon,2016,Peter Berg,8,Mark Wahlberg,man,5/06/1971,45,Kate Hudson,woman,19/04/1979,37
Dirty Dancing,1987,Emile Ardolino,8,Patrick Swayze,man,18/08/1952,35,Jennifer Grey,woman,26/03/1960,27
Edward Scissorhands,1990,Tim Burton,8,Johnny Depp,man,9/06/1963,27,Winona Ryder,woman,29/10/1971,19
Enchanted,2007,Kevin Lima,8,Patrick Dempsey,man,13/01/1966,41,Amy Adams,woman,20/08/1974,33
Fantastic Beasts and Where to Find Them,2016,David Yates,8,Dan Fogler,man,20/10/1976,40,Alison Sudol,woman,23/12/1984,32
Feeling Minnesota,1996,Steven Baigelman,8,Keanu Reeves,man,2/09/1964,32,Cameron Diaz,woman,30/08/1972,24
From Here to Eternity,1953,Fred Zinnemann,8,Burt Lancaster,man,2/11/1913,40,Deborah Kerr,woman,30/09/1921,32
Girl with a Pearl Earring,2003,Peter Webber,8,Cillian Murphy,man,25/05/1976,27,Scarlett Johansson,woman,22/11/1984,19
Groundhog Day,1993,Harold Ramis,8,Bill Murray,man,21/09/1950,43,Andie MacDowell,woman,21/04/1958,35
"I, Tonya",2017,Craig Gillespie,8,Sebastian Stan,man,13/08/1982,35,Margot Robbie,woman,2/07/1990,27
Killing Zoe,1994,Roger Avary,8,Eric Stoltz,man,30/09/1961,33,Julie Delpy,woman,21/12/1969,25
Leatherheads,2008,George Clooney,8,George Clooney,man,6/05/1961,47,Renee Zellweger,woman,25/04/1969,39
Love Actually,2003,Richard Curtis,8,Chiwetel Ejiofor,man,10/07/1977,26,Keira Knightley,woman,26/03/1985,18
Love Stinks,1999,Jeff Franklin,8,Bill Bellamy,man,7/04/1965,34,Tyra Banks,woman,4/12/1973,26
Magic Mike,2012,Steven Soderbergh,8,Channing Tatum,man,26/04/1980,32,Cody Horn,woman,12/06/1988,24
Manhattan,1979,Woody Allen,8,Michael Murphy,man,5/05/1938,41,Diane Keaton,woman,5/01/1946,33
Meet Joe Black,1998,Martin Brest,8,Brad Pitt,man,18/12/1963,35,Claire Forlani,woman,17/12/1971,27
Mo' Better Blues,1990,Spike Lee,8,Denzel Washington,man,28/12/1954,36,Joie Lee,woman,22/06/1962,28
National Lampoon's Vacation,1983,Harold Ramis,8,Chevy Chase,man,8/10/1943,40,Beverly D'Angelo,woman,15/11/1951,32
Out of Sight,1998,Steven Soderbergh,8,George Clooney,man,6/05/1961,37,Jennifer Lopez,woman,24/07/1969,29
P.S. I Love You,2007,Richard LaGravenese,8,Jeffrey Dean Morgan,man,22/04/1966,41,Hilary Swank,woman,30/07/1974,33
Pirates of the Caribbean,2003,Gore Verbinski,8,Orlando Bloom,man,13/01/1977,26,Keira Knightley,woman,26/03/1985,18
Prime,2005,Ben Younger,8,Bryan Greenberg,man,24/05/1978,27,Uma Thurman,woman,29/04/1970,35
Professor Marston and the Wonder Women,2017,Angela Robinson,8,Luke Evans,man,15/04/1979,38,Bella Heathcote,woman,27/05/1987,30
Proof of Life,2000,Taylor Hackford,8,David Morse,man,11/10/1953,47,Meg Ryan,woman,19/11/1961,39
Red Planet,2000,Antony Hoffman,8,Val Kilmer,man,31/12/1959,41,Carrie-Anne Moss,woman,21/08/1967,33
Snow Dogs,2002,Brian Levant,8,Cuba Gooding Jr.,man,2/01/1968,34,Joanna Bacalso,woman,10/08/1976,26
Solaris,2002,Steven Soderbergh,8,George Clooney,man,6/05/1961,41,Natascha McElhone,woman,14/12/1969,33
Sorry to Bother You,2018,Boots Riley,8,Lakeith Stanfield,man,12/08/1991,27,Tessa Thompson,woman,3/10/1983,35
That Thing You Do!,1996,Tom Hanks,8,Johnathon Schaech,man,10/09/1969,27,Liv Tyler,woman,1/07/1977,19
The African Queen,1951,John Huston,8,Humphrey Bogart,man,1899-12-25,52,Katharine Hepburn,woman,12/05/1907,44
The Bodyguard,1992,Mick Jackson,8,Kevin Costner,man,18/01/1955,37,Whitney Houston,woman,9/08/1963,29
The Constant Gardener,2005,Fernando Meirelles,8,Ralph Fiennes,man,22/12/1962,43,Rachel Weisz,woman,7/03/1970,35
The Count of Monte Cristo,2002,Kevin Reynolds,8,Jim Caviezel,man,26/09/1968,34,Dagmara Dominczyk,woman,17/07/1976,26
The Dark Knight Rises,2012,Christopher Nolan,8,Christian Bale,man,30/01/1974,38,Anne Hathaway,woman,12/11/1982,30
The Incredible Hulk,2008,Louis Leterrier,8,Edward Norton,man,18/08/1969,39,Liv Tyler,woman,1/07/1977,31
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",8,Rob Lowe,man,17/03/1964,45,Jennifer Garner,woman,17/04/1972,37
The Judge,2014,David Dobkin,8,Robert Downey Jr.,man,4/04/1965,49,Vera Farmiga,woman,6/08/1973,41
The Prestige,2006,Christopher Nolan,8,Christian Bale,man,30/01/1974,32,Rebecca Hall,woman,3/05/1982,24
The Secret Life of Walter Mitty,2013,Ben Stiller,8,Ben Stiller,man,30/11/1965,48,Kristen Wiig,woman,22/08/1973,40
The Water Boy,1998,Frank Coraci,8,Adam Sandler,man,9/09/1966,32,Fairuza Balk,woman,21/05/1974,24
The World Is Not Enough,1999,Michael Apted,8,Pierce Brosnan,man,16/05/1953,46,Serena Scott Thomas,woman,21/09/1961,38
Third Person,2013,Paul Haggis,8,Adrien Brody,man,14/04/1973,40,Moran Atias,woman,9/04/1981,32
Tommy Boy,1995,Peter Segal,8,Rob Lowe,man,17/03/1964,31,Bo Derek,woman,20/11/1956,39
Top Gun: Maverick,2022,Joseph Kosinski,8,Tom Cruise,man,3/07/1962,60,Jennifer Connelly,woman,12/12/1970,52
Y tu mamá también,2001,Alfonso Cuarón,8,Gael García Bernal,man,30/11/1978,23,Maribel Verdú,woman,2/10/1970,31
You Only Live Twice,1967,Lewis Gilbert,8,Sean Connery,man,25/08/1930,37,Karin Dor,woman,22/02/1938,29
A Walk on the Moon,1999,Tony Goldwyn,7,Viggo Mortensen,man,20/10/1958,41,Diane Lane,woman,21/01/1965,34
Aquaman,2018,James Wan,7,Jason Momoa,man,1/08/1979,39,Amber Heard,woman,22/04/1986,32
Aquaman,2018,James Wan,7,Temuera Morrison,man,26/12/1960,58,Nicole Kidman,woman,20/06/1967,51
Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,7,Mike Myers,man,25/04/1963,36,Heather Graham,woman,29/01/1970,29
Away We Go,2009,Sam Mendes,7,John Krasinski,man,20/10/1979,30,Maya Rudolph,woman,27/07/1972,37
Barbershop,2002,Tim Story,7,Ice Cube,man,15/06/1969,33,Jazsmin Lewis,woman,22/03/1976,26
Billy Madison,1995,Tamra Davis,7,Adam Sandler,man,9/09/1966,29,Bridgette Wilson,woman,25/09/1973,22
Black Panther,2018,Ryan Coogler,7,Chadwick Boseman,man,29/11/1976,42,Lupita Nyong'o,woman,1/03/1983,35
Bruce Almighty,2003,Tom Shadyac,7,Jim Carrey,man,17/01/1962,41,Jennifer Aniston,woman,11/02/1969,34
Café Society,2016,Woody Allen,7,Jesse Eisenberg,man,5/10/1983,33,Kristen Stewart,woman,9/04/1990,26
Captain Blood,1935,Michael Curtiz,7,Errol Flynn,man,20/06/1909,26,Olivia de Havilland,woman,1/07/1916,19
Cast Away,2000,Robert Zemeckis,7,Tom Hanks,man,9/07/1956,44,Helen Hunt,woman,15/06/1963,37
Cat on a Hot Tin Roof,1958,Richard Brooks,7,Paul Newman,man,26/01/1925,33,Elizabeth Taylor,woman,27/02/1932,26
Click,2006,Frank Coraci,7,Adam Sandler,man,9/09/1966,40,Kate Beckinsale,woman,26/07/1973,33
Clueless,1995,Amy Heckerling,7,Donald Faison,man,22/06/1974,21,Stacey Dash,woman,20/01/1967,28
Clueless,1995,Amy Heckerling,7,Paul Rudd,man,6/04/1969,26,Alicia Silverstone,woman,4/10/1976,19
Con Air,1997,Simon West,7,Nicolas Cage,man,7/01/1964,33,Monica Potter,woman,30/06/1971,26
Contact,1997,Robert Zemeckis,7,Matthew McConaughey,man,4/11/1969,28,Jodie Foster,woman,19/11/1962,35
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,7,Chow Yun-fat,man,18/05/1955,45,Michelle Yeoh,woman,6/08/1962,38
Delicatessen,1991,Jean-Pierre Jeunet,7,Dominique Pinon,man,4/03/1955,36,Marie-Laure Dougnac,woman,1/02/1962,29
Destination Wedding,2018,Victor Levin,7,Keanu Reeves,man,2/09/1964,54,Winona Ryder,woman,29/10/1971,47
Die Hard,1988,John McTiernan,7,Bruce Willis,man,19/03/1955,33,Bonnie Bedelia,woman,25/03/1948,40
Divergent,2014,Neil Burger,7,Theo James,man,16/12/1984,30,Shailene Woodley,woman,15/11/1991,23
Ex Machina,2014,Alex Garland,7,Oscar Isaac,man,9/03/1979,35,Sonoya Mizuno,woman,1/07/1986,28
Fifty Shades Darker,2017,James Foley,7,Jamie Dornan,man,1/05/1982,35,Dakota Johnson,woman,4/10/1989,28
Fifty Shades of Grey,2015,Sam Taylor-Johnson,7,Jamie Dornan,man,1/05/1982,33,Dakota Johnson,woman,4/10/1989,26
For Love of the Game,1999,Sam Raimi,7,Kevin Costner,man,18/01/1955,44,Kelly Preston,woman,13/10/1962,37
Forget Paris,1995,Billy Crystal,7,Billy Crystal,man,14/03/1948,47,Debra Winger,woman,16/05/1955,40
Goldfinger,1964,Guy Hamilton,7,Sean Connery,man,25/08/1930,34,Shirley Eaton,woman,12/01/1937,27
Gone Girl,2014,David Fincher,7,Ben Affleck,man,15/08/1972,42,Rosamund Pike,woman,27/01/1979,35
Guess Who's Coming to Dinner,1967,John Huston,7,Spencer Tracy,man,5/04/1900,67,Katharine Hepburn,woman,12/05/1907,60
Home Again,2017,Hallie Meyers-Shyer,7,Michael Sheen,man,5/02/1969,48,Reese Witherspoon,woman,21/03/1976,41
Honey,2003,Bille Woodruff,7,Mekhi Phifer,man,29/12/1974,29,Jessica Alba,woman,28/04/1981,22
"I Love You, Man",2009,John Hamburg,7,Paul Rudd,man,6/04/1969,40,Rashida Jones,woman,25/02/1976,33
Il Bidone,1954,Federico Fellini,7,Richard Basehart,man,31/08/1914,40,Giulietta Masina,woman,22/02/1921,33
In the Heights,2021,John M. Chu,7,Corey Hawkins,man,22/10/1988,33,Leslie Grace,woman,7/01/1995,26
Iron Man,2008,Jon Favreau,7,Robert Downey Jr.,man,4/04/1965,43,Gwyneth Paltrow,woman,27/09/1972,36
Jerry Maguire,2006,Cameron Crowe,7,Tom Cruise,man,3/07/1962,44,Renee Zellweger,woman,25/04/1969,37
John Wick,2014,Chad Stahelski,7,Keanu Reeves,man,2/09/1964,50,Bridget Moynahan,woman,28/04/1971,43
Kate & Leopold,2001,James Mangold,7,Hugh Jackman,man,12/10/1968,33,Meg Ryan,woman,19/11/1961,40
Keeping Up with the Joneses,2016,Greg Mottola,7,Zach Galifianakis,man,1/10/1969,47,Isla Fisher,woman,3/02/1976,40
